2021-10-24 20:06:13,884 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-10-24 20:06:13,919 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-10-24 20:06:13,920 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-10-24 20:06:13,921 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-10-24 20:06:13,924 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-10-24 20:06:13,924 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-10-24 20:06:13,925 INFO  SwAddin.cs: 201 - Setting up command manager
2021-10-24 20:06:13,926 INFO  SwAddin.cs: 204 - Adding command manager
2021-10-24 20:06:13,928 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-10-24 20:06:13,928 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-10-24 20:06:13,929 INFO  SwAddin.cs: 210 - Adding event handlers
2021-10-24 20:06:13,967 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-10-24 20:25:59,731 INFO  SwAddin.cs: 294 - Assembly export called for file Corrected_coordinate_axis
2021-10-24 20:25:59,732 INFO  SwAddin.cs: 299 - Save is required
2021-10-24 20:25:59,732 INFO  SwAddin.cs: 313 - Saving assembly
2021-10-24 20:26:00,224 INFO  SwAddin.cs: 316 - Opening property manager
2021-10-24 20:26:00,245 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Corrected_coordinate_axis
2021-10-24 20:26:00,253 INFO  ExportHelperExtension.cs: 1136 - Found 54 in Corrected_coordinate_axis
2021-10-24 20:26:00,255 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in Corrected_coordinate_axis
2021-10-24 20:26:00,256 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-24 20:26:00,258 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2021-10-24 20:26:00,259 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from front_wheel_rod-1
2021-10-24 20:26:00,260 INFO  ExportHelperExtension.cs: 1136 - Found 25 in front_wheel_rod-1
2021-10-24 20:26:00,261 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in front_wheel_rod-1
2021-10-24 20:26:00,261 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from front_turner-1
2021-10-24 20:26:00,262 INFO  ExportHelperExtension.cs: 1136 - Found 34 in front_turner-1
2021-10-24 20:26:00,262 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in front_turner-1
2021-10-24 20:26:00,263 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from front_wheel-2
2021-10-24 20:26:00,264 INFO  ExportHelperExtension.cs: 1136 - Found 27 in front_wheel-2
2021-10-24 20:26:00,264 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in front_wheel-2
2021-10-24 20:26:00,265 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from front_wheel_rod-2
2021-10-24 20:26:00,265 INFO  ExportHelperExtension.cs: 1136 - Found 25 in front_wheel_rod-2
2021-10-24 20:26:00,266 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in front_wheel_rod-2
2021-10-24 20:26:00,266 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from front_wheel-1
2021-10-24 20:26:00,266 INFO  ExportHelperExtension.cs: 1136 - Found 27 in front_wheel-1
2021-10-24 20:26:00,267 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in front_wheel-1
2021-10-24 20:26:00,267 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base-1
2021-10-24 20:26:00,268 INFO  ExportHelperExtension.cs: 1136 - Found 34 in base-1
2021-10-24 20:26:00,268 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base-1
2021-10-24 20:26:00,268 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rear_axle_assembly-1
2021-10-24 20:26:00,269 INFO  ExportHelperExtension.cs: 1136 - Found 29 in rear_axle_assembly-1
2021-10-24 20:26:00,269 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rear_axle_assembly-1
2021-10-24 20:26:00,270 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from front_turner-2
2021-10-24 20:26:00,270 INFO  ExportHelperExtension.cs: 1136 - Found 34 in front_turner-2
2021-10-24 20:26:00,270 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in front_turner-2
2021-10-24 20:26:00,270 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Corrected_coordinate_axis
2021-10-24 20:26:00,271 INFO  ExportHelperExtension.cs: 1136 - Found 54 in Corrected_coordinate_axis
2021-10-24 20:26:00,271 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Corrected_coordinate_axis
2021-10-24 20:26:00,272 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-24 20:26:00,272 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2021-10-24 20:26:00,272 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from front_wheel_rod-1
2021-10-24 20:26:00,272 INFO  ExportHelperExtension.cs: 1136 - Found 25 in front_wheel_rod-1
2021-10-24 20:26:00,273 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in front_wheel_rod-1
2021-10-24 20:26:00,273 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from front_turner-1
2021-10-24 20:26:00,274 INFO  ExportHelperExtension.cs: 1136 - Found 34 in front_turner-1
2021-10-24 20:26:00,274 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in front_turner-1
2021-10-24 20:26:00,274 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from front_wheel-2
2021-10-24 20:26:00,274 INFO  ExportHelperExtension.cs: 1136 - Found 27 in front_wheel-2
2021-10-24 20:26:00,275 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in front_wheel-2
2021-10-24 20:26:00,275 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from front_wheel_rod-2
2021-10-24 20:26:00,275 INFO  ExportHelperExtension.cs: 1136 - Found 25 in front_wheel_rod-2
2021-10-24 20:26:00,276 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in front_wheel_rod-2
2021-10-24 20:26:00,276 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from front_wheel-1
2021-10-24 20:26:00,276 INFO  ExportHelperExtension.cs: 1136 - Found 27 in front_wheel-1
2021-10-24 20:26:00,276 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in front_wheel-1
2021-10-24 20:26:00,277 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base-1
2021-10-24 20:26:00,277 INFO  ExportHelperExtension.cs: 1136 - Found 34 in base-1
